Movie_Name,Certification,Release_Date,Genres,Language,Budget,Revenue,Runtime
The Avengers,PG-13,05/01/2012,"['Science Fiction,', 'Action,', 'Adventure']",English,"$220,000,000.00","$1,518,815,515.00",143.0
The Shawshank Redemption,R,03/31/2021,"['Drama,', 'Crime']",English,"$25,000,000.00","$28,341,469.00",142.0
Coco,PG,11/22/2017,"['Family,', 'Animation,', 'Fantasy,', 'Music,', 'Comedy,', 'Adventure']",English,"$175,000,000.00","$800,526,015.00",105.0
365 Days: This Day,R21,04/27/2022,"['Romance,', 'Drama']",Polish,-,-,111.0
The Call of the Wild,PG,02/21/2020,"['Adventure,', 'Family,', 'Drama']",English,"$109,000,000.00","$111,105,497.00",100.0
Seoul Vibe,NC16,08/26/2022,"['Action,', 'Crime,', 'Comedy,', 'Adventure']",Released,Language,-,140.0
The Boss Baby: Family Business,PG,09/09/2021,"['Animation,', 'Comedy,', 'Adventure,', 'Family']",English,"$82,000,000.00","$146,745,280.00",107.0
The Action Pack Saves Christmas,G,11/28/2022,"['Animation,', 'Family']",English,-,-,
Grimcutty,NC16,10/10/2022,['Horror'],English,-,-,101.0
Wild Is the Wind,R21,10/28/2022,"['Crime,', 'Drama']",English,-,-,123.0
The Girl from the Other Side,,03/10/2022,"['Animation,', 'Drama,', 'Mystery,', 'Fantasy']",Released,Language,-,70.0
Fullmetal Alchemist: The Revenge of Scar,PG-13,05/20/2022,"['Fantasy,', 'Action,', 'Adventure']",復讐者スカー,Released,-,125.0
Nefeli,18,01/01/1980,['Romance'],Greek,"$10,000,000.00",-,110.0
Pinocchio,PG,09/08/2022,"['Fantasy,', 'Adventure,', 'Family']",English,-,-,105.0
Watcher,R,06/03/2022,"['Mystery,', 'Thriller,', 'Horror']",English,-,"$2,667,033.00",96.0
Zack Snyder's Justice League,R,03/18/2021,"['Action,', 'Adventure,', 'Fantasy,', 'Science Fiction']",English,"$70,000,000.00","$657,900,000.00",242.0
A Female Employee's Taste,19+,05/28/2018,"['Drama,', 'Romance']",Status,Original,-,80.0
Avengers: Endgame,PG13,04/24/2019,"['Adventure,', 'Science Fiction,', 'Action']",English,"$356,000,000.00","$2,797,800,564.00",181.0
Warriors of Future,PG13,12/02/2022,"['Drama,', 'Action,', 'Science Fiction']",Released,Language,-,101.0
Infinite,PG-13,06/10/2021,"['Science Fiction,', 'Action,', 'Thriller']",English,-,-,106.0
Shrek the Third,PG,05/17/2007,"['Fantasy,', 'Adventure,', 'Animation,', 'Comedy,', 'Family']",English,"$160,000,000.00","$813,367,380.00",93.0
Cruella,PG,05/27/2021,"['Comedy,', 'Crime']",English,"$200,000,000.00","$233,503,234.00",134.0
Memory,M18,05/12/2022,"['Action,', 'Thriller,', 'Crime']",English,-,"$11,300,000.00",114.0
The Suicide Squad,M18,08/05/2021,"['Action,', 'Comedy,', 'Adventure']",English,"$185,000,000.00","$168,657,565.00",132.0
Chappie,R,03/04/2015,"['Crime,', 'Action,', 'Science Fiction']",English,"$49,000,000.00","$104,399,548.00",
All My Friends Hate Me,15,06/10/2022,"['Comedy,', 'Thriller,', 'Horror']",English,-,-,93.0
Mindcage,R,12/16/2022,"['Mystery,', 'Thriller,', 'Crime,', 'Drama']",English,-,-,107.0
The Matrix,PG,04/22/1999,"['Action,', 'Science Fiction']",English,"$63,000,000.00","$463,517,383.00",136.0
Lou,M18,09/23/2022,"['Action,', 'Thriller,', 'Drama']",English,-,-,107.0
Summer Ghost,12,11/12/2021,"['Animation,', 'Drama,', 'Mystery,', 'Fantasy']",Japanese,-,-,
There Is a Japanese Woman in My Room,청소년관람불가,02/12/2019,"['Drama,', 'Romance']",있다,Released,-,102.0
RRR,NC16,03/25/2022,"['Action,', 'Drama']",రుధిరం,Released,"$160,000,000.00",187.0
Secret of the Wings,G,08/31/2012,"['Animation,', 'Family,', 'Fantasy,', 'Adventure']",English,-,-,92.0
John Wick: Chapter 3 - Parabellum,M18,05/16/2019,"['Action,', 'Thriller,', 'Crime']",English,"$55,000,000.00","$326,709,727.00",130.0
Six Swedish Girls in Alps,18,07/22/1983,"['Romance,', 'Comedy']",auf,Alm,-,90.0
The Bush,,08/18/2022,['Thriller'],Status,Original,-,87.0
Mortal Kombat,M18,04/08/2021,"['Action,', 'Fantasy,', 'Adventure']",English,"$20,000,000.00","$83,601,013.00",110.0
The Friendship Game,,11/11/2022,"['Science Fiction,', 'Horror']",English,-,-,87.0
High & Low: The Worst X,,09/09/2022,"['Action,', 'Drama,', 'Crime,', 'Thriller']",Japanese,-,-,119.0
I Am Number Four,PG-13,02/18/2011,"['Action,', 'Thriller,', 'Science Fiction,', 'Adventure']",English,"$50,000,000.00","$149,878,437.00",109.0
Togo,NC16,10/05/2022,"['Crime,', 'Drama']",Spanish;,Budget,-,95.0
The Bad Guys,PG,03/17/2022,"['Animation,', 'Action,', 'Adventure,', 'Crime,', 'Comedy']",English,"$80,000,000.00","$248,000,000.00",100.0
Eternals,M18,11/04/2021,"['Science Fiction,', 'Action,', 'Adventure']",English,"$200,000,000.00","$402,064,899.00",156.0
Venus,,12/02/2022,"['Drama,', 'Horror,', 'Thriller']",Spanish;,Budget,-,101.0
I Don't Like Younger Men 5,19+,04/23/2020,['Romance'],5,Released,-,81.0
Ratatouille,G,06/29/2007,"['Animation,', 'Comedy,', 'Family,', 'Fantasy']",English,"$150,000,000.00","$623,726,000.00",111.0
A Quiet Place Part II,PG13,06/17/2021,"['Science Fiction,', 'Thriller,', 'Horror']",English,"$61,000,000.00","$297,372,261.00",97.0
Be My Slave,R18+,11/03/2012,"['Drama,', 'Romance,', 'Comedy']",Released,Language,-,112.0
The Takeover,NC16,11/01/2022,"['Action,', 'Crime,', 'Thriller']",Dutch;,Budget,-,87.0
Code Name Banshee,NR,07/01/2022,"['Thriller,', 'Action']",English,-,-,93.0
Dragon Knight,12,03/21/2022,"['Fantasy,', 'Adventure,', 'Action']",English,-,-,99.0
Halloween Ends,M18,10/13/2022,"['Horror,', 'Thriller']",English,"$20,000,000.00","$103,000,000.00",111.0
Sword Art Online the Movie -Progressive- Aria of a Starless Night,PG13,01/06/2022,"['Animation,', 'Action,', 'Fantasy,', 'Science Fiction']",星なき夜のアリア,Released,"$14,037,060.00",97.0
The Fallout,M18,01/27/2022,['Drama'],English,-,-,96.0
Cars 2,G,06/16/2011,"['Animation,', 'Family,', 'Adventure,', 'Comedy']",English,"$200,000,000.00","$559,852,396.00",106.0
Luca,PG,06/18/2021,"['Animation,', 'Comedy,', 'Family,', 'Fantasy']",English,"$200,000,000.00","$49,010,641.00",95.0
Dragon Ball Z: Resurrection 'F',NR,04/18/2015,"['Action,', 'Animation,', 'Science Fiction']",Status,Original,"$61,768,190.00",93.0
Tangled,PG,12/02/2010,"['Animation,', 'Family']",English,"$260,000,000.00","$592,461,732.00",100.0
Cars 3,G,06/16/2017,"['Animation,', 'Adventure,', 'Comedy,', 'Family']",English,"$175,000,000.00","$383,925,276.00",102.0
Resident Evil: Welcome to Raccoon City,NC16,12/02/2021,"['Horror,', 'Science Fiction,', 'Action']",English,"$40,000,000.00","$38,600,612.00",107.0
How to Train Your Dragon: The Hidden World,PG,01/31/2019,"['Animation,', 'Family,', 'Adventure']",English,"$129,000,000.00","$517,526,875.00",104.0
The Croods: A New Age,PG,11/26/2020,"['Animation,', 'Family,', 'Adventure,', 'Fantasy,', 'Comedy']",English,"$65,000,000.00","$168,285,000.00",95.0
F9,PG13,07/01/2021,"['Action,', 'Adventure,', 'Crime,', 'Thriller']",English,"$200,000,000.00","$726,229,501.00",143.0
Eureka: Eureka Seven Hi-Evolution,NR,11/26/2021,"['Animation,', 'Drama,', 'Adventure,', 'Science Fiction']",Status,Original,-,116.0
After,PG-13,04/12/2019,"['Romance,', 'Drama']",English,"$14,000,000.00","$69,497,587.00",106.0
What Men Want,R,02/08/2019,"['Comedy,', 'Romance']",English,"$20,000,000.00","$69,766,483.00",117.0
Dog,PG13,03/17/2022,"['Drama,', 'Comedy']",English,"$20,000,000.00","$77,263,354.00",102.0
After We Fell,R,09/30/2021,"['Romance,', 'Drama']",English,"$14,000,000.00","$21,500,000.00",99.0
The Wolf of Wall Street,R,01/09/2014,"['Crime,', 'Drama,', 'Comedy']",English,"$100,000,000.00","$392,000,000.00",
Toy Story,G,11/22/1995,"['Animation,', 'Adventure,', 'Family,', 'Comedy']",English,"$30,000,000.00","$373,554,033.00",81.0
Ice Age,PG,03/15/2002,"['Animation,', 'Comedy,', 'Family,', 'Adventure']",English,"$59,000,000.00","$383,257,136.00",81.0
Wrath of Man,M18,04/29/2021,"['Action,', 'Crime,', 'Thriller']",English,"$40,000,000.00","$103,966,489.00",119.0
After We Collided,R,10/23/2020,"['Romance,', 'Drama']",English,-,"$42,000,000.00",105.0
Madagascar: A Little Wild Holiday Goose Chase,,11/26/2021,"['Animation,', 'Comedy']",English,-,-,
L'immensità,,09/15/2022,['Drama'],Italian,-,-,97.0
Pirates of the Caribbean: On Stranger Tides,PG-13,05/19/2011,"['Adventure,', 'Action,', 'Fantasy']",English,"$380,000,000.00","$1,045,713,802.00",137.0
Decision to Leave,M18,07/14/2022,"['Mystery,', 'Thriller,', 'Crime,', 'Drama,', 'Romance']",Status,Original,"$16,914,773.00",138.0
Me Before You,PG-13,06/02/2016,"['Drama,', 'Romance']",English,"$20,000,000.00","$207,945,075.00",110.0
Creed II,PG13,11/22/2018,"['Drama,', 'Action']",English,"$50,000,000.00","$214,215,889.00",130.0
Batman and Superman: Battle of the Super Sons,PG-13,10/18/2022,"['Animation,', 'Action,', 'Science Fiction']",English,-,-,79.0
Life in a Year,PG-13,11/27/2020,"['Drama,', 'Romance']",English,-,-,107.0
Pretty Young Sister 4,19+,01/15/2021,"['Drama,', 'Romance']",4,Released,-,70.0
The Lion King,G,08/10/1994,"['Family,', 'Animation,', 'Drama']",English,"$45,000,000.00","$763,455,561.00",89.0
"Goodbye, Don Glees!",PG,02/18/2022,"['Animation,', 'Adventure,', 'Fantasy']",Released,Language,-,95.0
The Godfather,M18,02/25/2022,"['Drama,', 'Crime']",English,"$6,000,000.00","$245,066,411.00",175.0
You Won't Be Alone,MA15+,09/22/2022,"['Horror,', 'Drama']",Macedonian,-,"$125,000.00",109.0
Dracula: The Original Living Vampire,NR,01/28/2022,"['Horror,', 'Fantasy,', 'Thriller']",English,-,-,86.0
The Trapped 13: How We Survived The Thai Cave,PG13,10/05/2022,['Documentary'],เรื่องเล่าจากในถ้ำ,Released,-,102.0
One Piece Film Red,G,08/06/2022,"['Animation,', 'Adventure,', 'Action,', 'Fantasy']",FILM,Status,"$150,797,338.00",115.0
Godzilla vs. Kong,PG13,03/25/2021,"['Action,', 'Fantasy,', 'Science Fiction']",English,"$200,000,000.00","$470,067,014.00",114.0
Deadpool,R,02/11/2016,"['Action,', 'Adventure,', 'Comedy']",English,"$58,000,000.00","$783,100,000.00",108.0
The Godfather Part III,R,08/06/2008,"['Crime,', 'Drama,', 'Thriller']",English,"$54,000,000.00","$136,766,062.00",170.0
Clifford the Big Red Dog,PG,12/02/2021,"['Family,', 'Adventure,', 'Comedy,', 'Fantasy']",English,"$64,000,000.00","$67,000,000.00",97.0
Avengers: Age of Ultron,9,04/23/2015,"['Action,', 'Adventure,', 'Science Fiction']",English,"$365,000,000.00","$1,405,403,694.00",141.0
Family Game,,06/17/2022,"['Thriller,', 'Drama']",Fils,Released,-,110.0
Fifty Shades Darker,R,02/09/2017,"['Drama,', 'Romance']",English,"$55,000,000.00","$378,827,494.00",118.0
The princess,,08/05/2022,['Action'],Status,Original,-,
The Conjuring,NC-16,08/15/2013,"['Horror,', 'Thriller']",English,"$13,000,000.00","$319,494,638.00",112.0
Secretary Rope Discipline,,05/29/1981,['Drama'],Status,Original,-,67.0
Selina's Gold,R-18,10/28/2022,['Drama'],Tagalog,-,-,113.0
Dangerous Game: The Legacy Murders,R,10/21/2022,"['Thriller,', 'Horror']",English,-,-,
A Delicious Flight,19+,11/01/2015,['Romance'],Status,Original,-,97.0
The Last: Naruto the Movie,PG-13,12/06/2014,"['Action,', 'Romance,', 'Animation']",Japanese,"$903,852.00","$19,840,000.00",114.0
Dune,PG13,09/16/2021,"['Science Fiction,', 'Adventure']",English,"$165,000,000.00","$400,671,789.00",155.0
The Sea Beast,PG,07/08/2022,"['Animation,', 'Adventure,', 'Family,', 'Fantasy']",English,-,-,119.0
Black Widow,PG13,07/08/2021,"['Action,', 'Adventure,', 'Science Fiction']",English,"$200,000,000.00","$379,751,655.00",134.0
Your Name.,PG,08/26/2016,"['Romance,', 'Animation,', 'Drama']",Released,Language,"$357,986,087.00",106.0
Psychosexual,,05/12/2022,['Thriller'],Released,Language,-,93.0
The Lord of the Rings: The Fellowship of the Ring,PG-13,12/20/2001,"['Adventure,', 'Fantasy,', 'Action']",English,"$93,000,000.00","$871,368,364.00",179.0
Day Shift,M18,08/12/2022,"['Action,', 'Fantasy,', 'Horror,', 'Comedy']",English,-,-,113.0
The Princess and the Frog,G,12/10/2009,"['Romance,', 'Family,', 'Animation']",English,"$105,000,000.00","$270,997,378.00",98.0
ODDTAXI in the Woods,,04/01/2022,"['Animation,', 'Comedy,', 'Mystery']",イン・ザ・ウッズ,Released,-,128.0
PAW Patrol: The Movie,PG,08/26/2021,"['Animation,', 'Family,', 'Adventure,', 'Comedy']",English,"$26,000,000.00","$144,327,371.00",86.0
The Twilight Saga: Eclipse,PG-13,06/23/2010,"['Adventure,', 'Fantasy,', 'Drama,', 'Romance']",English,"$68,000,000.00","$698,491,347.00",124.0
Big Hero 6,PG,11/12/2014,"['Adventure,', 'Family,', 'Animation,', 'Action,', 'Comedy']",English,"$165,000,000.00","$657,827,828.00",102.0
Welcome to the Club,12,09/08/2022,"['Animation,', 'Comedy']",English,-,-,
The Matrix Resurrections,PG13,12/22/2021,"['Science Fiction,', 'Action,', 'Adventure']",English,"$190,000,000.00","$156,497,322.00",147.0
Fast & Furious Presents: Hobbs & Shaw,PG13,08/01/2019,"['Action,', 'Adventure,', 'Comedy']",English,"$200,000,000.00","$760,098,996.00",137.0
Iron Man 2,PG-13,05/07/2010,"['Adventure,', 'Action,', 'Science Fiction']",English,"$200,000,000.00","$623,933,331.00",124.0
Red Notice,NC16,11/12/2021,"['Action,', 'Comedy,', 'Crime,', 'Thriller']",English,"$160,000,000.00","$178,143.00",118.0
THE FIRST SLAM DUNK,PG13,02/02/2023,"['Animation,', 'Comedy,', 'Drama']",Japanese,-,-,124.0
Home Alone 2: Lost in New York,PG,11/19/1992,"['Comedy,', 'Family,', 'Adventure']",English,"$18,000,000.00","$358,994,850.00",
Boruto: Naruto the Movie,PG-13,08/07/2015,"['Animation,', 'Action,', 'Comedy']",THE,Status,"$39,500,000.00",95.0
Trick or Treat Scooby-Doo!,G,10/04/2022,"['Adventure,', 'Mystery,', 'Comedy,', 'Animation,', 'Family']",English,-,-,78.0
Emergency Declaration,PG13,08/04/2022,"['Action,', 'Drama,', 'Mystery,', 'Thriller']",Released,Language,"$19,200,000.00",140.0
Ted 2,M18,07/02/2015,"['Comedy,', 'Fantasy']",English,"$68,000,000.00","$215,863,606.00",115.0
Grown Ups 2,PG-13,07/12/2013,['Comedy'],English,"$80,000,000.00","$247,022,278.00",101.0
The Tomorrow War,M18,07/02/2021,"['Action,', 'Science Fiction,', 'Adventure']",English,"$200,000,000.00","$19,220,000.00",138.0
Step-Brother 2,19+,11/06/2018,['Romance'],Released,Language,-,80.0
"Pamela, A Love Story",M18,01/31/2023,['Documentary'],English,-,-,113.0
Ghostbusters: Afterlife,PG13,11/18/2021,"['Fantasy,', 'Comedy,', 'Adventure']",English,"$75,000,000.00","$191,000,000.00",124.0
Ant-Man,PG-13,07/15/2015,"['Science Fiction,', 'Action,', 'Adventure']",English,"$130,000,000.00","$519,311,965.00",117.0
Coraline,PG,10/29/2009,"['Animation,', 'Family,', 'Fantasy']",English,"$60,000,000.00","$124,600,000.00",100.0
The Twilight Saga: Breaking Dawn - Part 2,PG-13,11/22/2012,"['Adventure,', 'Fantasy,', 'Drama,', 'Romance']",English,"$120,000,000.00","$829,747,654.00",115.0
The Princess,M18,07/01/2022,"['Fantasy,', 'Action']",English,-,-,94.0
Boyka: Undisputed IV,R,09/22/2016,"['Action,', 'Drama']",English,-,-,87.0
The Lucky One,PG-13,04/19/2012,"['Drama,', 'Romance']",English,"$25,000,000.00","$99,357,138.00",101.0
Pirates of the Caribbean: The Curse of the Black Pearl,PG-13,07/09/2003,"['Adventure,', 'Fantasy,', 'Action']",English,"$140,000,000.00","$655,011,224.00",143.0
Puss in Boots: The Three Diablos,G,02/24/2012,"['Adventure,', 'Animation,', 'Comedy,', 'Family']",English,-,-,
The Twin,K-16,04/06/2022,"['Horror,', 'Mystery']",English,"$2,620,000.00","$492,000.00",109.0
The Last of Us: One Night Live,,07/28/2014,['Drama'],English,-,-,61.0
The Hunger Games: Mockingjay - Part 1,PG-13,11/21/2014,"['Science Fiction,', 'Adventure,', 'Thriller']",English,"$125,000,000.00","$755,356,711.00",123.0
The Green Mile,R,03/16/2000,"['Fantasy,', 'Drama,', 'Crime']",English,"$60,000,000.00","$286,801,374.00",189.0
Pathaan,U/A 13+,01/25/2023,"['Action,', 'Adventure,', 'Thriller']",Released,Language,"$101,000,000.00",146.0
Twilight,PG-13,11/21/2008,"['Fantasy,', 'Drama,', 'Romance']",English,"$37,000,000.00","$393,616,788.00",122.0
The Little Mermaid,G,11/17/1989,"['Animation,', 'Family,', 'Fantasy']",English,"$40,000,000.00","$211,343,479.00",83.0
American Sniper,R,01/22/2015,"['War,', 'Action']",English,"$58,800,000.00","$542,307,423.00",133.0
Illusion,12,09/09/2022,['Drama'],Released,Language,-,89.0
The Addams Family 2,PG,11/11/2021,"['Animation,', 'Adventure,', 'Comedy,', 'Family,', 'Fantasy,', 'Horror']",English,-,"$119,815,153.00",93.0
Men,15,06/01/2022,"['Horror,', 'Thriller,', 'Fantasy']",English,-,"$7,168,717.00",100.0
Naruto Shippuden the Movie,PG-13,08/04/2007,"['Animation,', 'Action,', 'Fantasy']",-ナルト-,Status,"$10,000,000.00",94.0
Up,PG,05/28/2009,"['Animation,', 'Comedy,', 'Family,', 'Adventure']",English,"$175,000,000.00","$735,099,082.00",96.0
The Time Capsule,M,11/23/2022,"['Drama,', 'Romance,', 'Science Fiction']",English,-,-,105.0
The Fabelmans,PG13,02/09/2023,['Drama'],English,"$40,000,000.00","$28,190,555.00",151.0
The Fate of the Furious,PG-13,04/13/2017,"['Action,', 'Crime,', 'Thriller']",English,"$250,000,000.00","$1,238,764,765.00",136.0
Your Boyfriend Is Mine,PG-13,03/19/2022,"['Thriller,', 'TV Movie,', 'Action']",English,-,-,85.0
Dragon Ball Z: Broly – The Legendary Super Saiyan,PG,03/06/1993,"['Animation,', 'Science Fiction,', 'Action']",Status,Original,"$21,658,982.00",70.0
Spider-Man: Into the Spider-Verse,PG,12/06/2018,"['Action,', 'Adventure,', 'Animation,', 'Science Fiction']",English,"$90,000,000.00","$375,540,831.00",117.0
John Wick,NC16,10/22/2014,"['Action,', 'Thriller']",English,"$20,000,000.00","$88,761,661.00",101.0
Toy Story 2,G,11/24/1999,"['Animation,', 'Comedy,', 'Family']",English,"$90,000,000.00","$497,366,869.00",92.0
Spider-Man: Homecoming,PG13,07/06/2017,"['Action,', 'Adventure,', 'Science Fiction,', 'Drama']",English,"$175,000,000.00","$880,166,924.00",133.0
Young Sister-in-Law 5,19+,11/20/2019,['Romance'],5,Released,-,73.0
Deinfluencer,,10/01/2022,"['Horror,', 'Thriller']",English,-,-,
Nope,NC16,08/18/2022,"['Horror,', 'Mystery,', 'Science Fiction,', 'Thriller']",English,"$68,000,000.00","$170,823,080.00",130.0
Last Man Down,R,10/19/2021,"['Action,', 'Thriller']",English,-,-,87.0
Tag-init,R-18,01/20/2023,['Drama'],Tagalog,-,-,91.0
Wire Room,R,09/02/2022,"['Action,', 'Adventure,', 'Crime,', 'Mystery,', 'Thriller']",English,-,-,97.0
Barbarian,M18,10/26/2022,"['Horror,', 'Thriller']",English,"$10,500,000.00","$44,422,431.00",103.0
World War Z,PG-13,06/21/2013,"['Action,', 'Drama,', 'Horror,', 'Science Fiction,', 'Thriller']",English,"$200,000,000.00","$531,865,000.00",116.0
Mortal Kombat Legends: Snow Blind,R,10/09/2022,"['Animation,', 'Action,', 'Fantasy']",English,-,-,82.0
Pirates of the Caribbean: At World's End,PG-13,05/19/2007,"['Adventure,', 'Fantasy,', 'Action']",English,"$300,000,000.00","$961,000,000.00",169.0
Captain America: Civil War,PG-13,05/05/2016,"['Adventure,', 'Action,', 'Science Fiction']",English,"$250,000,000.00","$1,153,337,496.00",147.0
Fury,NC16,10/21/2014,"['War,', 'Drama,', 'Action']",English,"$68,000,000.00","$211,817,906.00",135.0
Blackout,16,10/12/2022,"['Action,', 'Adventure,', 'Thriller']",English,-,-,81.0
Frozen,PG,11/28/2013,"['Animation,', 'Family,', 'Adventure,', 'Fantasy']",English,"$150,000,000.00","$1,274,219,009.00",102.0
Legion,R,01/22/2010,"['Horror,', 'Action,', 'Fantasy']",English,"$26,000,000.00","$67,918,658.00",100.0
Hercules,G,06/27/1997,"['Animation,', 'Family,', 'Fantasy,', 'Adventure,', 'Comedy,', 'Romance']",English,"$85,000,000.00","$252,712,101.00",93.0
The Amazing Spider-Man,PG-13,06/29/2012,"['Action,', 'Adventure,', 'Fantasy']",English,"$215,000,000.00","$757,930,663.00",136.0
The Addams Family,PG,10/31/2019,"['Family,', 'Animation,', 'Comedy,', 'Fantasy,', 'Horror']",English,"$40,000,000.00","$203,044,905.00",86.0
Inside Out,PG,08/27/2015,"['Animation,', 'Family,', 'Adventure,', 'Drama,', 'Comedy']",English,"$175,000,000.00","$857,611,174.00",95.0
Two Much for the Job,U,08/10/2022,['Comedy'],Très,Classe,-,100.0
The Hobbit: The Battle of the Five Armies,PG-13,12/16/2014,"['Action,', 'Adventure,', 'Fantasy']",English,"$250,000,000.00","$956,019,788.00",144.0
Transformers: Age of Extinction,PG-13,06/26/2014,"['Science Fiction,', 'Action,', 'Adventure']",English,"$210,000,000.00","$1,104,054,072.00",165.0
L.O.L. Surprise! Winter Fashion Show,,10/24/2022,['Animation'],English,-,-,
"Miraculous World: New York, United HeroeZ",U,03/26/2021,"['Animation,', 'TV Movie,', 'Fantasy,', 'Action']",:,"York,",-,62.0
Aria the Benedizione,,12/03/2021,"['Animation,', 'Comedy,', 'Science Fiction,', 'Fantasy']",BENEDIZIONE,Released,-,
Sex and Zen,III,11/30/1991,"['Drama,', 'Adventure,', 'Comedy,', 'Romance']",Released,Language,"$396,003.00",99.0
Paws of Fury: The Legend of Hank,PG,07/21/2022,"['Animation,', 'Action,', 'Adventure,', 'Comedy,', 'Family,', 'Western']",English,"$45,000,000.00","$41,800,000.00",98.0
The Red Book Ritual,15,09/13/2022,['Horror'],English,-,-,83.0
Office Invasion,R,08/10/2022,"['Science Fiction,', 'Comedy,', 'Action']",English,-,-,112.0
Bloodshot,PG13,03/12/2020,"['Action,', 'Science Fiction']",English,"$42,000,000.00","$39,861,118.00",110.0
